"Station","Period","Date","Swath","SpeciesCode","Density"
2,39,"10/12/99","22L",0092,0.30
2,39,"10/12/99","32R",0092,0.50
2,39,"10/12/99","39L",0092,0.15
2,39,"10/12/99","45L",0092,0.15
2,39,"10/12/99","10L",0152,0.00
2,39,"10/12/99","22L",0152,0.00
2,39,"10/12/99","32R",0152,0.00
2,39,"10/12/99","39L",0152,0.00
2,39,"10/12/99","45L",0152,0.00
2,39,"10/12/99","10L",0553,3.00
2,39,"10/12/99","22L",0553,4.10
2,39,"10/12/99","32R",0553,5.35
2,39,"10/12/99","39L",0553,3.15
2,39,"10/12/99","45L",0553,0.80
2,39,"10/12/99","10L",0556,0.05
2,39,"10/12/99","22L",0556,0.25
2,39,"10/12/99","32R",0556,0.20
2,39,"10/12/99","39L",0556,0.00
2,39,"10/12/99","45L",0556,0.00
2,39,"10/12/99","10L",0557,0.00
2,39,"10/12/99","22L",0557,0.00
2,39,"10/12/99","32R",0557,0.00
2,39,"10/12/99","39L",0557,0.00
2,39,"10/12/99","45L",0557,0.00
2,39,"10/12/99","10L",0558,0.05
2,39,"10/12/99","22L",0558,0.10
2,39,"10/12/99","32R",0558,0.10
2,39,"10/12/99","39L",0558,0.00
2,39,"10/12/99","45L",0558,0.00
2,39,"10/12/99","10L",0574,0.00
2,39,"10/12/99","22L",0574,0.30
2,39,"10/12/99","32R",0574,0.25
2,39,"10/12/99","39L",0574,0.00
2,39,"10/12/99","45L",0574,0.00
2,39,"10/12/99","10L",0575,0.30
2,39,"10/12/99","22L",0575,1.05
2,39,"10/12/99","32R",0575,1.75
2,39,"10/12/99","39L",0575,0.10
2,39,"10/12/99","45L",0575,0.00
2,39,"10/12/99","10L",0589,0.10
2,39,"10/12/99","22L",0589,0.60
2,39,"10/12/99","32R",0589,0.25
2,39,"10/12/99","39L",0589,0.05
2,39,"10/12/99","45L",0589,0.00
2,41,"10/28/00","10L",0024,0.00
2,41,"10/28/00","22L",0024,0.00
2,41,"10/28/00","32R",0024,0.00
2,41,"10/28/00","39L",0024,0.05
2,41,"10/28/00","45L",0024,0.05
2,41,"10/28/00","10L",0029,1.40
2,41,"10/28/00","22L",0029,1.45
2,41,"10/28/00","32R",0029,2.90
2,41,"10/28/00","39L",0029,0.30
2,41,"10/28/00","45L",0029,1.60
2,41,"10/28/00","10L",0030,47.00
2,41,"10/28/00","22L",0030,24.75
2,41,"10/28/00","32R",0030,31.00
2,41,"10/28/00","39L",0030,28.25
2,41,"10/28/00","45L",0030,30.70
2,41,"10/28/00","10L",0066,0.05
2,41,"10/28/00","22L",0066,0.15
2,41,"10/28/00","32R",0066,0.25
2,41,"10/28/00","39L",0066,0.10
2,41,"10/28/00","45L",0066,0.70
2,41,"10/28/00","10L",0067,0.00
2,41,"10/28/00","22L",0067,0.00
2,41,"10/28/00","32R",0067,0.00
2,41,"10/28/00","39L",0067,0.00
2,41,"10/28/00","45L",0067,0.00
2,41,"10/28/00","10L",0075,0.00
2,41,"10/28/00","22L",0075,0.00
2,41,"10/28/00","32R",0075,0.00
2,41,"10/28/00","39L",0075,0.00
2,41,"10/28/00","45L",0075,0.00
2,41,"10/28/00","10L",0081,0.00
2,41,"10/28/00","22L",0081,0.00
2,41,"10/28/00","32R",0081,0.00
2,41,"10/28/00","39L",0081,0.00
2,41,"10/28/00","45L",0081,0.00
2,41,"10/28/00","10L",0082,0.00
2,41,"10/28/00","22L",0082,0.00
2,41,"10/28/00","32R",0082,0.00
2,41,"10/28/00","39L",0082,0.00
2,41,"10/28/00","45L",0082,0.00
2,41,"10/28/00","10L",0085,0.05
2,41,"10/28/00","22L",0085,0.10
2,41,"10/28/00","32R",0085,0.20
2,41,"10/28/00","39L",0085,0.00
2,41,"10/28/00","45L",0085,0.00
2,41,"10/28/00","10L",0089,0.00
2,41,"10/28/00","22L",0089,0.00
2,41,"10/28/00","32R",0089,0.00
2,41,"10/28/00","39L",0089,0.05
2,41,"10/28/00","45L",0089,0.05
2,41,"10/28/00","10L",0092,0.20
2,41,"10/28/00","22L",0092,0.45
2,41,"10/28/00","32R",0092,0.60
2,41,"10/28/00","39L",0092,0.40
2,41,"10/28/00","45L",0092,0.35
2,41,"10/28/00","10L",0152,0.05
2,41,"10/28/00","22L",0152,0.00
2,41,"10/28/00","32R",0152,0.00
2,41,"10/28/00","39L",0152,0.00
2,41,"10/28/00","45L",0152,0.00
2,41,"10/28/00","10L",0553,0.00
2,41,"10/28/00","22L",0553,0.00
2,41,"10/28/00","32R",0553,0.00
2,41,"10/28/00","39L",0553,0.00
2,41,"10/28/00","45L",0553,0.00
2,41,"10/28/00","10L",0556,0.00
2,41,"10/28/00","22L",0556,0.00
2,41,"10/28/00","32R",0556,0.00
2,41,"10/28/00","39L",0556,0.00
2,41,"10/28/00","45L",0556,0.00
2,41,"10/28/00","10L",0557,0.00
2,41,"10/28/00","22L",0557,0.00
2,41,"10/28/00","32R",0557,0.00
2,41,"10/28/00","39L",0557,0.00
2,41,"10/28/00","45L",0557,0.00
2,41,"10/28/00","10L",0558,0.00
2,41,"10/28/00","22L",0558,0.00
2,41,"10/28/00","32R",0558,0.00
2,41,"10/28/00","39L",0558,0.00
2,41,"10/28/00","45L",0558,0.00
2,41,"10/28/00","10L",0574,0.00
2,41,"10/28/00","22L",0574,0.00
2,41,"10/28/00","32R",0574,0.00
2,41,"10/28/00","39L",0574,0.00
2,41,"10/28/00","45L",0574,0.00
2,41,"10/28/00","10L",0575,0.00
2,41,"10/28/00","22L",0575,0.00
2,41,"10/28/00","32R",0575,0.00
2,41,"10/28/00","39L",0575,0.00
2,41,"10/28/00","45L",0575,0.00
2,41,"10/28/00","10L",0589,0.00
2,41,"10/28/00","22L",0589,0.00
2,41,"10/28/00","32R",0589,0.00
2,41,"10/28/00","39L",0589,0.00
2,41,"10/28/00","45L",0589,0.00
2,42,"05/04/01","10L",0024,0.05
2,42,"05/04/01","22L",0024,0.05
2,42,"05/04/01","32R",0024,0.05
2,42,"05/04/01","39L",0024,0.05
2,42,"05/04/01","45L",0024,0.10
2,42,"05/04/01","10L",0029,1.20
2,42,"05/04/01","22L",0029,1.30
2,42,"05/04/01","32R",0029,1.45
2,42,"05/04/01","39L",0029,0.55
2,42,"05/04/01","45L",0029,1.25
2,42,"05/04/01","10L",0030,2.90
2,42,"05/04/01","22L",0030,4.45
2,42,"05/04/01","32R",0030,0.75
2,42,"05/04/01","39L",0030,3.35
2,42,"05/04/01","45L",0030,3.00
2,42,"05/04/01","10L",0066,0.15
2,42,"05/04/01","22L",0066,0.00
2,42,"05/04/01","32R",0066,0.00
2,42,"05/04/01","39L",0066,0.00
2,42,"05/04/01","45L",0066,0.20
2,42,"05/04/01","10L",0067,0.10
2,42,"05/04/01","22L",0067,0.00
2,42,"05/04/01","32R",0067,0.00
2,42,"05/04/01","39L",0067,0.20
2,42,"05/04/01","45L",0067,0.00
2,42,"05/04/01","10L",0075,0.00
2,42,"05/04/01","22L",0075,0.00
2,42,"05/04/01","32R",0075,0.00
2,42,"05/04/01","39L",0075,0.00
2,42,"05/04/01","45L",0075,0.20
2,42,"05/04/01","10L",0081,0.05
2,42,"05/04/01","22L",0081,0.00
2,42,"05/04/01","32R",0081,0.00
2,42,"05/04/01","39L",0081,0.00
2,42,"05/04/01","45L",0081,0.00
2,42,"05/04/01","10L",0082,0.00
2,42,"05/04/01","22L",0082,0.00
2,42,"05/04/01","32R",0082,0.00
2,42,"05/04/01","39L",0082,0.00
2,42,"05/04/01","45L",0082,0.00
2,42,"05/04/01","10L",0085,0.25
2,42,"05/04/01","22L",0085,0.20
2,42,"05/04/01","32R",0085,0.05
2,42,"05/04/01","39L",0085,0.05
2,42,"05/04/01","45L",0085,0.15
2,42,"05/04/01","10L",0089,0.10
2,42,"05/04/01","22L",0089,0.20
2,42,"05/04/01","32R",0089,0.05
2,42,"05/04/01","39L",0089,0.10
2,42,"05/04/01","45L",0089,0.40
2,42,"05/04/01","10L",0092,0.20
2,42,"05/04/01","22L",0092,0.20
2,42,"05/04/01","32R",0092,0.25
2,42,"05/04/01","39L",0092,0.05
2,42,"05/04/01","45L",0092,0.15
2,42,"05/04/01","10L",0152,0.00
2,42,"05/04/01","22L",0152,0.00
2,42,"05/04/01","32R",0152,0.20
2,42,"05/04/01","39L",0152,0.00
2,42,"05/04/01","45L",0152,0.15
2,42,"05/04/01","10L",0553,0.00
2,42,"05/04/01","22L",0553,0.00
2,42,"05/04/01","32R",0553,0.05
2,42,"05/04/01","39L",0553,0.00
2,42,"05/04/01","45L",0553,0.00
2,42,"05/04/01","10L",0556,2.55
2,42,"05/04/01","22L",0556,2.40
2,42,"05/04/01","32R",0556,0.00
2,42,"05/04/01","39L",0556,1.75
2,42,"05/04/01","45L",0556,2.05
2,42,"05/04/01","10L",0557,5.90
2,42,"05/04/01","22L",0557,7.30
2,42,"05/04/01","32R",0557,8.35
2,42,"05/04/01","39L",0557,4.10
2,42,"05/04/01","45L",0557,5.55
2,42,"05/04/01","10L",0558,1.00
2,42,"05/04/01","22L",0558,2.30
2,42,"05/04/01","32R",0558,0.20
2,42,"05/04/01","39L",0558,0.20
2,42,"05/04/01","45L",0558,2.45
2,42,"05/04/01","10L",0574,0.00
2,42,"05/04/01","22L",0574,0.00
2,42,"05/04/01","32R",0574,0.00
2,42,"05/04/01","39L",0574,0.00
2,42,"05/04/01","45L",0574,0.00
2,42,"05/04/01","10L",0575,0.00
2,42,"05/04/01","22L",0575,0.00
2,42,"05/04/01","32R",0575,0.00
2,42,"05/04/01","39L",0575,0.00
2,42,"05/04/01","45L",0575,0.00
2,42,"05/04/01","10L",0589,0.35
2,42,"05/04/01","22L",0589,0.90
2,42,"05/04/01","32R",0589,0.00
2,42,"05/04/01","39L",0589,0.40
2,42,"05/04/01","45L",0589,0.05
2,43,"10/17/01","10L",0024,0.00
2,43,"10/17/01","22L",0024,0.05
2,43,"10/17/01","32R",0024,0.00
2,43,"10/17/01","39L",0024,0.00
2,43,"10/17/01","45L",0024,0.15
2,43,"10/17/01","10L",0029,0.05
2,43,"10/17/01","22L",0029,0.00
2,43,"10/17/01","32R",0029,0.00
2,43,"10/17/01","39L",0029,0.05
2,43,"10/17/01","45L",0029,0.00
2,43,"10/17/01","10L",0030,0.00
2,43,"10/17/01","22L",0030,0.00
2,43,"10/17/01","32R",0030,0.00
2,43,"10/17/01","39L",0030,0.20
2,43,"10/17/01","45L",0030,0.15
2,43,"10/17/01","10L",0066,0.10
2,43,"10/17/01","22L",0066,0.00
2,43,"10/17/01","32R",0066,0.00
2,43,"10/17/01","39L",0066,0.25
2,43,"10/17/01","45L",0066,0.05
2,43,"10/17/01","10L",0067,0.00
2,43,"10/17/01","22L",0067,0.00
2,43,"10/17/01","32R",0067,0.00
2,43,"10/17/01","39L",0067,0.00
2,43,"10/17/01","45L",0067,0.00
2,43,"10/17/01","10L",0075,0.00
2,43,"10/17/01","22L",0075,0.00
2,43,"10/17/01","32R",0075,0.00
2,43,"10/17/01","39L",0075,0.05
2,43,"10/17/01","45L",0075,0.00
2,43,"10/17/01","10L",0081,0.00
2,43,"10/17/01","22L",0081,0.00
2,43,"10/17/01","32R",0081,0.00
2,43,"10/17/01","39L",0081,0.00
2,43,"10/17/01","45L",0081,0.00
2,43,"10/17/01","10L",0082,0.00
2,43,"10/17/01","22L",0082,0.00
2,43,"10/17/01","32R",0082,0.00
2,43,"10/17/01","39L",0082,0.00
2,43,"10/17/01","45L",0082,0.00
2,43,"10/17/01","10L",0085,0.00
2,43,"10/17/01","22L",0085,0.05
2,43,"10/17/01","32R",0085,0.05
2,43,"10/17/01","39L",0085,0.10
2,43,"10/17/01","45L",0085,0.10
2,43,"10/17/01","10L",0089,0.00
2,43,"10/17/01","22L",0089,0.00
2,43,"10/17/01","32R",0089,0.00
2,43,"10/17/01","39L",0089,0.00
2,43,"10/17/01","45L",0089,0.00
2,43,"10/17/01","10L",0092,0.35
2,43,"10/17/01","22L",0092,0.15
2,43,"10/17/01","32R",0092,0.15
2,43,"10/17/01","39L",0092,0.25
2,43,"10/17/01","45L",0092,0.30
2,43,"10/17/01","10L",0152,0.00
2,43,"10/17/01","22L",0152,0.00
2,43,"10/17/01","32R",0152,0.00
2,43,"10/17/01","39L",0152,0.00
2,43,"10/17/01","45L",0152,0.00
2,43,"10/17/01","10L",0553,0.00
2,43,"10/17/01","22L",0553,0.10
2,43,"10/17/01","32R",0553,0.00
2,43,"10/17/01","39L",0553,0.05
2,43,"10/17/01","45L",0553,0.00
2,43,"10/17/01","10L",0556,0.00
2,43,"10/17/01","22L",0556,0.05
2,43,"10/17/01","32R",0556,0.00
2,43,"10/17/01","39L",0556,0.00
2,43,"10/17/01","45L",0556,0.00
2,43,"10/17/01","10L",0557,0.00
2,43,"10/17/01","22L",0557,0.00
2,43,"10/17/01","32R",0557,0.00
2,43,"10/17/01","39L",0557,0.00
2,43,"10/17/01","45L",0557,0.35
2,43,"10/17/01","10L",0558,0.00
2,43,"10/17/01","22L",0558,0.00
2,43,"10/17/01","32R",0558,0.00
2,43,"10/17/01","39L",0558,0.00
2,43,"10/17/01","45L",0558,0.00
2,43,"10/17/01","10L",0574,0.00
2,43,"10/17/01","22L",0574,0.00
2,43,"10/17/01","32R",0574,0.00
2,43,"10/17/01","39L",0574,0.00
2,43,"10/17/01","45L",0574,0.00
2,43,"10/17/01","10L",0575,1.45
2,43,"10/17/01","22L",0575,10.75
2,43,"10/17/01","32R",0575,4.80
2,43,"10/17/01","39L",0575,3.55
2,43,"10/17/01","45L",0575,1.55
2,43,"10/17/01","10L",0589,1.20
2,43,"10/17/01","22L",0589,3.00
2,43,"10/17/01","32R",0589,3.20
2,43,"10/17/01","39L",0589,1.90
2,43,"10/17/01","45L",0589,1.50
2,44,"05/03/02","10L",0024,0.15
2,44,"05/03/02","22L",0024,0.05
2,44,"05/03/02","32R",0024,0.00
2,44,"05/03/02","39L",0024,0.10
2,44,"05/03/02","45L",0024,0.20
2,44,"05/03/02","10L",0029,0.00
2,44,"05/03/02","22L",0029,0.00
2,44,"05/03/02","32R",0029,0.00
2,44,"05/03/02","39L",0029,0.30
2,44,"05/03/02","45L",0029,0.00
2,44,"05/03/02","10L",0030,0.05
2,44,"05/03/02","22L",0030,0.05
2,44,"05/03/02","32R",0030,0.00
2,44,"05/03/02","39L",0030,0.15
2,44,"05/03/02","45L",0030,0.00
2,44,"05/03/02","10L",0066,0.00
2,44,"05/03/02","22L",0066,0.10
2,44,"05/03/02","32R",0066,0.05
2,44,"05/03/02","39L",0066,0.15
2,44,"05/03/02","45L",0066,0.10
2,44,"05/03/02","10L",0067,0.00
2,44,"05/03/02","22L",0067,0.00
2,44,"05/03/02","32R",0067,0.00
2,44,"05/03/02","39L",0067,0.00
2,44,"05/03/02","45L",0067,0.00
2,44,"05/03/02","10L",0075,0.00
2,44,"05/03/02","22L",0075,0.00
2,44,"05/03/02","32R",0075,0.00
2,44,"05/03/02","39L",0075,0.00
2,44,"05/03/02","45L",0075,0.00
2,44,"05/03/02","10L",0081,0.00
2,44,"05/03/02","22L",0081,0.00
2,44,"05/03/02","32R",0081,0.00
2,44,"05/03/02","39L",0081,0.00
2,44,"05/03/02","45L",0081,0.00
2,44,"05/03/02","10L",0082,0.00
2,44,"05/03/02","22L",0082,0.00
2,44,"05/03/02","32R",0082,0.00
2,44,"05/03/02","39L",0082,0.00
2,44,"05/03/02","45L",0082,0.00
2,44,"05/03/02","10L",0085,0.00
2,44,"05/03/02","22L",0085,0.10
2,44,"05/03/02","32R",0085,0.05
2,44,"05/03/02","39L",0085,0.10
2,44,"05/03/02","45L",0085,0.10
2,44,"05/03/02","10L",0089,0.05
2,44,"05/03/02","22L",0089,0.25
2,44,"05/03/02","32R",0089,0.05
2,44,"05/03/02","39L",0089,0.00
2,44,"05/03/02","45L",0089,0.00
2,44,"05/03/02","10L",0092,0.30
2,44,"05/03/02","22L",0092,0.15
2,44,"05/03/02","32R",0092,0.30
2,44,"05/03/02","39L",0092,0.20
2,44,"05/03/02","45L",0092,0.30
2,44,"05/03/02","10L",0152,0.00
2,44,"05/03/02","22L",0152,0.00
2,44,"05/03/02","32R",0152,0.00
2,44,"05/03/02","39L",0152,0.00
2,44,"05/03/02","45L",0152,0.00
2,44,"05/03/02","10L",0553,0.00
2,44,"05/03/02","22L",0553,0.00
2,44,"05/03/02","32R",0553,0.00
2,44,"05/03/02","39L",0553,0.25
2,44,"05/03/02","45L",0553,0.00
2,44,"05/03/02","10L",0556,0.00
2,44,"05/03/02","22L",0556,0.15
2,44,"05/03/02","32R",0556,0.00
2,44,"05/03/02","39L",0556,0.00
2,44,"05/03/02","45L",0556,0.00
2,44,"05/03/02","10L",0557,0.00
2,44,"05/03/02","22L",0557,0.00
2,44,"05/03/02","32R",0557,0.00
2,44,"05/03/02","39L",0557,0.00
2,44,"05/03/02","45L",0557,0.50
2,44,"05/03/02","10L",0558,0.00
2,44,"05/03/02","22L",0558,0.00
2,44,"05/03/02","32R",0558,0.00
2,44,"05/03/02","39L",0558,0.00
2,44,"05/03/02","45L",0558,0.30
2,44,"05/03/02","10L",0574,0.00
2,44,"05/03/02","22L",0574,0.00
2,44,"05/03/02","32R",0574,0.00
2,44,"05/03/02","39L",0574,0.00
2,44,"05/03/02","45L",0574,0.00
2,44,"05/03/02","10L",0575,0.00
2,44,"05/03/02","22L",0575,0.00
2,44,"05/03/02","32R",0575,0.00
2,44,"05/03/02","39L",0575,0.25
2,44,"05/03/02","45L",0575,0.00
2,44,"05/03/02","10L",0589,0.50
2,44,"05/03/02","22L",0589,1.00
2,44,"05/03/02","32R",0589,0.25
2,44,"05/03/02","39L",0589,1.15
2,44,"05/03/02","45L",0589,0.70
2,45,"10/10/02","10L",0024,1.55
2,45,"10/10/02","22L",0024,0.00
2,45,"10/10/02","32R",0024,0.15
2,45,"10/10/02","39L",0024,0.20
2,45,"10/10/02","45L",0024,0.15
2,45,"10/10/02","10L",0029,0.15
2,45,"10/10/02","22L",0029,0.85
2,45,"10/10/02","32R",0029,0.00
2,45,"10/10/02","39L",0029,0.25
2,45,"10/10/02","45L",0029,0.00
2,45,"10/10/02","10L",0030,0.45
2,45,"10/10/02","22L",0030,3.30
2,45,"10/10/02","32R",0030,0.00
2,45,"10/10/02","39L",0030,0.55
2,45,"10/10/02","45L",0030,0.15
2,45,"10/10/02","10L",0066,0.35
2,45,"10/10/02","22L",0066,0.60
2,45,"10/10/02","32R",0066,0.05
2,45,"10/10/02","39L",0066,0.10
2,45,"10/10/02","45L",0066,0.10
2,45,"10/10/02","10L",0067,0.00
2,45,"10/10/02","22L",0067,0.00
2,45,"10/10/02","32R",0067,0.00
2,45,"10/10/02","39L",0067,0.00
2,45,"10/10/02","45L",0067,0.00
2,45,"10/10/02","10L",0075,0.00
2,45,"10/10/02","22L",0075,0.00
2,45,"10/10/02","32R",0075,0.00
2,45,"10/10/02","39L",0075,0.00
2,45,"10/10/02","45L",0075,0.00
2,45,"10/10/02","10L",0081,0.05
2,45,"10/10/02","22L",0081,0.00
2,45,"10/10/02","32R",0081,0.00
2,45,"10/10/02","39L",0081,0.00
2,45,"10/10/02","45L",0081,0.00
2,45,"10/10/02","10L",0082,0.00
2,45,"10/10/02","22L",0082,0.00
2,45,"10/10/02","32R",0082,0.00
2,45,"10/10/02","39L",0082,0.00
2,45,"10/10/02","45L",0082,0.00
2,45,"10/10/02","10L",0085,0.60
2,45,"10/10/02","22L",0085,0.70
2,45,"10/10/02","32R",0085,0.15
2,45,"10/10/02","39L",0085,0.05
2,45,"10/10/02","45L",0085,0.00
2,45,"10/10/02","10L",0089,0.00
2,45,"10/10/02","22L",0089,0.00
2,45,"10/10/02","32R",0089,0.00
2,45,"10/10/02","39L",0089,0.00
2,45,"10/10/02","45L",0089,0.00
2,45,"10/10/02","10L",0092,1.00
2,45,"10/10/02","22L",0092,1.25
2,45,"10/10/02","32R",0092,0.40
2,45,"10/10/02","39L",0092,0.50
2,45,"10/10/02","45L",0092,1.00
2,45,"10/10/02","10L",0152,0.00
2,45,"10/10/02","22L",0152,0.00
2,45,"10/10/02","32R",0152,0.00
2,45,"10/10/02","39L",0152,0.00
2,45,"10/10/02","45L",0152,0.00
2,45,"10/10/02","10L",0553,0.00
2,45,"10/10/02","22L",0553,0.00
2,45,"10/10/02","32R",0553,0.00
2,45,"10/10/02","39L",0553,0.10
2,45,"10/10/02","45L",0553,0.05
2,45,"10/10/02","10L",0556,0.00
2,45,"10/10/02","22L",0556,0.00
2,45,"10/10/02","32R",0556,0.00
2,45,"10/10/02","39L",0556,0.00
2,45,"10/10/02","45L",0556,0.00
2,45,"10/10/02","10L",0557,0.00
2,45,"10/10/02","22L",0557,1.50
2,45,"10/10/02","32R",0557,0.00
2,45,"10/10/02","39L",0557,0.00
2,45,"10/10/02","45L",0557,0.00
2,45,"10/10/02","10L",0558,1.40
2,45,"10/10/02","22L",0558,4.50
2,45,"10/10/02","32R",0558,3.55
2,45,"10/10/02","39L",0558,1.05
2,45,"10/10/02","45L",0558,0.25
2,45,"10/10/02","10L",0574,0.00
2,45,"10/10/02","22L",0574,0.00
2,45,"10/10/02","32R",0574,0.00
2,45,"10/10/02","39L",0574,0.00
2,45,"10/10/02","45L",0574,0.00
2,45,"10/10/02","10L",0575,0.00
2,45,"10/10/02","22L",0575,0.00
2,45,"10/10/02","32R",0575,0.00
2,45,"10/10/02","39L",0575,0.00
2,45,"10/10/02","45L",0575,0.00
2,45,"10/10/02","10L",0589,0.25
2,45,"10/10/02","22L",0589,0.60
2,45,"10/10/02","32R",0589,0.25
2,45,"10/10/02","39L",0589,0.70
2,45,"10/10/02","45L",0589,0.45
2,46,"05/02/03","10L",0024,0.15
2,46,"05/02/03","22L",0024,0.10
2,46,"05/02/03","32R",0024,0.15
2,46,"05/02/03","39L",0024,0.00
2,46,"05/02/03","45L",0024,0.05
2,46,"05/02/03","10L",0029,0.40
2,46,"05/02/03","22L",0029,0.00
2,46,"05/02/03","32R",0029,0.00
2,46,"05/02/03","39L",0029,0.00
2,46,"05/02/03","45L",0029,0.00
2,46,"05/02/03","10L",0030,0.90
2,46,"05/02/03","22L",0030,0.00
2,46,"05/02/03","32R",0030,0.00
2,46,"05/02/03","39L",0030,0.00
2,46,"05/02/03","45L",0030,0.00
2,46,"05/02/03","10L",0066,0.00
2,46,"05/02/03","22L",0066,0.00
2,46,"05/02/03","32R",0066,0.00
2,46,"05/02/03","39L",0066,0.00
2,46,"05/02/03","45L",0066,0.00
2,46,"05/02/03","10L",0067,0.00
2,46,"05/02/03","22L",0067,0.00
2,46,"05/02/03","32R",0067,0.00
2,46,"05/02/03","39L",0067,0.00
2,46,"05/02/03","45L",0067,0.00
2,46,"05/02/03","10L",0075,0.10
2,46,"05/02/03","22L",0075,0.00
2,46,"05/02/03","32R",0075,0.00
2,46,"05/02/03","39L",0075,0.00
2,46,"05/02/03","45L",0075,0.00
2,46,"05/02/03","10L",0081,0.00
2,46,"05/02/03","22L",0081,0.00
2,46,"05/02/03","32R",0081,0.00
2,46,"05/02/03","39L",0081,0.00
2,46,"05/02/03","45L",0081,0.00
2,46,"05/02/03","10L",0082,0.00
2,46,"05/02/03","22L",0082,0.00
2,46,"05/02/03","32R",0082,0.00
2,46,"05/02/03","39L",0082,0.00
2,46,"05/02/03","45L",0082,0.00
2,46,"05/02/03","10L",0085,0.05
2,46,"05/02/03","22L",0085,0.00
2,46,"05/02/03","32R",0085,0.00
2,46,"05/02/03","39L",0085,0.05
2,46,"05/02/03","45L",0085,0.00
2,46,"05/02/03","10L",0089,0.05
2,46,"05/02/03","22L",0089,0.00
2,46,"05/02/03","32R",0089,0.00
2,46,"05/02/03","39L",0089,0.00
2,46,"05/02/03","45L",0089,0.00
2,46,"05/02/03","10L",0092,0.60
2,46,"05/02/03","22L",0092,0.20
2,46,"05/02/03","32R",0092,0.30
2,46,"05/02/03","39L",0092,0.10
2,46,"05/02/03","45L",0092,0.20
2,46,"05/02/03","10L",0152,0.00
2,46,"05/02/03","22L",0152,0.00
2,46,"05/02/03","32R",0152,0.00
2,46,"05/02/03","39L",0152,0.00
2,46,"05/02/03","45L",0152,0.05
2,46,"05/02/03","10L",0553,0.30
2,46,"05/02/03","22L",0553,0.00
2,46,"05/02/03","32R",0553,0.05
2,46,"05/02/03","39L",0553,0.45
2,46,"05/02/03","45L",0553,0.00
2,46,"05/02/03","10L",0556,0.40
2,46,"05/02/03","22L",0556,0.05
2,46,"05/02/03","32R",0556,0.40
2,46,"05/02/03","39L",0556,0.15
2,46,"05/02/03","45L",0556,0.05
2,46,"05/02/03","10L",0557,0.40
2,46,"05/02/03","22L",0557,0.00
2,46,"05/02/03","32R",0557,2.35
2,46,"05/02/03","39L",0557,0.00
2,46,"05/02/03","45L",0557,0.00
2,46,"05/02/03","10L",0558,0.30
2,46,"05/02/03","22L",0558,2.50
2,46,"05/02/03","32R",0558,0.45
2,46,"05/02/03","39L",0558,10.00
2,46,"05/02/03","45L",0558,0.00
2,46,"05/02/03","10L",0574,0.00
2,46,"05/02/03","22L",0574,0.45
2,46,"05/02/03","32R",0574,0.10
2,46,"05/02/03","39L",0574,0.20
2,46,"05/02/03","45L",0574,0.00
2,46,"05/02/03","10L",0575,0.20
2,46,"05/02/03","22L",0575,0.10
2,46,"05/02/03","32R",0575,0.20
2,46,"05/02/03","39L",0575,0.10
2,46,"05/02/03","45L",0575,0.05
2,46,"05/02/03","10L",0589,3.15
2,46,"05/02/03","22L",0589,4.65
2,46,"05/02/03","32R",0589,2.45
2,46,"05/02/03","39L",0589,6.65
2,46,"05/02/03","45L",0589,3.45
2,47,"10/16/03","10L",0024,0.10
2,47,"10/16/03","22L",0024,0.35
2,47,"10/16/03","32R",0024,0.15
2,47,"10/16/03","39L",0024,0.30
2,47,"10/16/03","45L",0024,0.15
2,47,"10/16/03","10L",0029,0.00
2,47,"10/16/03","22L",0029,0.00
2,47,"10/16/03","32R",0029,0.00
2,47,"10/16/03","39L",0029,0.15
2,47,"10/16/03","45L",0029,0.00
2,47,"10/16/03","10L",0030,0.00
2,47,"10/16/03","22L",0030,0.10
2,47,"10/16/03","32R",0030,0.00
2,47,"10/16/03","39L",0030,0.15
2,47,"10/16/03","45L",0030,0.00
2,47,"10/16/03","10L",0066,0.00
2,47,"10/16/03","22L",0066,0.00
2,47,"10/16/03","32R",0066,0.05
2,47,"10/16/03","39L",0066,0.00
2,47,"10/16/03","45L",0066,0.00
2,47,"10/16/03","10L",0067,0.00
2,47,"10/16/03","22L",0067,0.00
2,47,"10/16/03","32R",0067,0.00
2,47,"10/16/03","39L",0067,0.00
2,47,"10/16/03","45L",0067,0.00
2,47,"10/16/03","10L",0075,0.00
2,47,"10/16/03","22L",0075,0.00
2,47,"10/16/03","32R",0075,0.00
2,47,"10/16/03","39L",0075,0.00
2,47,"10/16/03","45L",0075,0.00
2,47,"10/16/03","10L",0081,0.00
2,47,"10/16/03","22L",0081,0.00
2,47,"10/16/03","32R",0081,0.00
2,47,"10/16/03","39L",0081,0.00
2,47,"10/16/03","45L",0081,0.00
2,47,"10/16/03","10L",0082,0.00
2,47,"10/16/03","22L",0082,0.00
2,47,"10/16/03","32R",0082,0.00
2,47,"10/16/03","39L",0082,0.00
2,47,"10/16/03","45L",0082,0.00
2,47,"10/16/03","10L",0085,0.10
2,47,"10/16/03","22L",0085,0.00
2,47,"10/16/03","32R",0085,0.05
2,47,"10/16/03","39L",0085,0.00
2,47,"10/16/03","45L",0085,0.00
2,47,"10/16/03","10L",0089,0.00
2,47,"10/16/03","22L",0089,0.00
2,47,"10/16/03","32R",0089,0.00
2,47,"10/16/03","39L",0089,0.00
2,47,"10/16/03","45L",0089,0.00
2,47,"10/16/03","10L",0092,0.30
